id,text,author,link,category,date_of_publication,number_of_tokens,number_of_words_without_punctuation,number_of_types,number_of_links_inside_the_news,number_of_words_in_upper_case,number_of_verbs,number_of_subjunctive_and_imperative_verbs,number_of_nouns,number_of_adjectives,number_of_adverbs,number_of_modal_verbs,number_of_singular_first_and_second_personal_pronouns,number_of_plural_first_personal_pronouns,number_of_pronouns,pausality,number_of_characters,average_sentence_length,average_word_length,percentage_of_news_with_spelling_errors,emotiveness,diversity
692,"Justiça decreta prisão do cantor Latino.  Pensão do MACACO está em dia.  O cantor e compositor Roberto de Souza Rocha, o ""Latino"", teve sua prisão decretada na última semana pela juíza Cristiane de Sá Berbat. Segundo o jornal Extra , o artista pode ser preso a qualquer momento por não pagar pensão alimentícia. Latino é pai de nove filhos e a ação em questão se refere ao não cumprimento de compromissos assumidos com o filho Matheus, de 5 anos. Ainda de acordo com a matéria, o total de pensões acumuladas já chegam a 12 meses. A Justiça não divulgou o valor do débito. Latino possui um macaco-prego (o Twelves) que é tratado a pão-de-ló. Um bichinho de estimação como esse pode custar até R$ 60.000,00. Para mantê-lo, o bolso tem estar bem preparado. Segundo o site Extra , biólogos estimam um custo fixo mensal de R$ 500,00 [...] esse valor inclui cuidados com higiene (fraldas), saúde e alimentação. O macaquinho charmoso de Latino, que usa até roupas de grife ( revista EGO ), ainda tem um custo adicional com atestados de viagem (que tem validade de 3 dias). O próprio cantor já declarou que viaja com Twelves pelos quatro cantos do país quando tem shows agendados, ou seja, a cada semana é necessário uma nova ida ao veterinário (consulta entre R$ 100,00 a R$ 150,00) para conseguir um novo atestado. Se Latino fizer (no mínimo) 4 shows por mês, terá gasto de R$ 400 a R$ 600 reais (somente com veterinário) [...] juntando essa despesa ao custo fixo, o desembolso pode chagar na casa dos R$ 1.000,00.",None,https://www.diariodobrasil.org/cantor-latino-pode-ser-preso-a-qualquer-momento/,tv_celebridades,29/09/2017,318,272,177,3,9,43,2,86,10,16,6,0,0,12,2.0,1168,11.8261,4.29412,0.00735294,0.20155,0.650735
2085,"Um vídeo memorável! AYRTON SENNA dizendo que viu Deus após conquistar seu primeiro título.  O legado de um ídolo é eterno. Nenhum tempo pode ser capaz de apagar!.  Suzuka ,  Japão: Em 30 de outubro de 1988,  Ayrton Senna disse ter visto Deus após conquistar seu primeiro título. ""Na última volta,  que me daria a vitória do campeonato,  eu comecei a agradecer e nem conseguia acreditar que ia vencer. Senti a presença Dele [Deus],  visualizei,  foi uma coisa especial na minha vida. É uma coisa que tenho gravada na minha memória e tenho como parte de mim"" Quem entrevistou o herói foi o cantor Roberto Carlos. É de arrepiar [...] confira:",None,https://www.diariodobrasil.org/um-video-memoravel-ayrton-senna-dizendo-que-viu-deus-apos-conquistar-seu-primeiro-titulo/,tv_celebridades,10/10/2016,133,109,83,0,4,29,1,27,8,1,4,3,0,11,2.18182,495,9.90909,4.54128,0.0,0.160714,0.761468
2631,"É assim que protegem nossas mulheres? Portal IG demite jornalista que sofreu assédio do cantor Biel.  A repórter de 21 anos chegou a denunciar o cantor na 1a Delegacia da Mulher de São Paulo por assédio.  A Jornalista não teve o nome revelado pelo portal IG A jovem que denunciou o cantor Biel por assédio sexual durante uma entrevista foi demitida ontem (17) do portal IG. O jornalista Fernando Oliveira divulgou a informação. ""Não houve corte de vários funcionários no iG hoje. Houve só a demissão da repórter,  a quem o portal prometeu proteger"". A conversa entre a jornalista e Biel foi testemunhada por outras pessoas que acompanhavam a entrevista. Após a divulgação da demissão,  internautas se mostraram indignados com o descaso da empresa e a notícia se tornou uma das mais comentadas nas redes sociais.",None,https://www.diariodobrasil.org/e-assim-que-protegem-nossas-mulheres-portal-ig-demite-jornalista-que-sofreu-assedio-do-cantor-biel/,tv_celebridades,18/06/2016,151,136,92,0,4,22,0,45,4,7,3,0,0,10,1.66667,657,15.1111,4.83088,0.00735294,0.164179,0.676471
1393,"""Brasil, verás que um filho teu cospe no outro"".  O deputado federal PSOL recebeu uma advertência do Conselho de Ética (kkk) da Câmara. ",None,https://www.diariodobrasil.org/brasil-veras-que-um-filho-teu-cospe-no-outro/,politica,05/04/2017,30,23,23,0,1,3,0,9,1,0,0,0,0,2,2.33333,105,7.66667,4.56522,0.0434783,0.0833333,1.0
1705,"The Voice: Conheça Tapac, o ucraniano que ganhou as redes sociais ao cantar a música Tchê tcherere, de Gustavo Lima. .  Durante sua performance, o jovem ucraniano canta a música Tchê tcherere, do cantor brasileiro Gustavo Lima. A platéia foi ao delírio e os jurados também. Mesmo com sotaque, o jovem fez o ""tchê tcherere tchê"" ganhar as redes sociais pelo mundo afora. Tapac Meubhnk estava mais animado que o próprio Gustavo Lima. Vale a pena assistir:",None,https://www.diariodobrasil.org/the-voice-conheca-tapac-o-ucraniano-que-ganhou-as-redes-sociais-ao-cantar-a-musica-tche-tcherere-de-gustavo-lima/,tv_celebridades,17/01/2017,91,76,53,0,0,10,0,27,5,4,0,0,0,3,2.14286,361,10.8571,4.75,0.0526316,0.243243,0.697368
666,"Coronel do Exército: ""Muita gente tem pedido por uma intervenção"".  Coronel Ivan Cosme, porta-voz do Clube Militar, informou que os pedidos por uma intervenção militar são fruto da desesperança com a política.  Após 32 anos de uma suposta democracia, os militares parecem que estão acordando. ""A questão da intervenção militar, que muita gente está pedindo, talvez seja em função de uma desesperança que está se abatendo sobre o povo em função do que a gente vê nos nossos meios políticos."" disse o Coronel que, pessoalmente, não concorda com a intervenção. Já o General Antônio Hamilton Martins Mourão, que defendeu uma intervenção militar para combater a crise enfrentada pelo Brasil, disse: "" Ainda não temos esse cenário pela frente. Não há uma deterioração tão grande do país, da economia, e das próprias relações entre as forças sociais para justificar uma tomada de poder ... mas nunca se sabe."" Perguntado se haverá intervenção militar no Brasil, o General Mourão respondeu: ""Estamos em aproximações sucessivas [...] ou eles (os 3 poderes) resolvem isso ou nós teremos que impor solução. Se tiver que haver intervenção, haverá !!"" declarou o general.",None,https://www.diariodobrasil.org/coronel-do-exercito-muita-gente-tem-pedido-por-uma-intervencao/,politica,03/10/2017,223,183,123,0,0,35,2,44,9,9,6,0,1,15,2.5,925,11.4375,5.05464,0.0,0.227848,0.672131
2692,"Novo delator desvenda o ""caminho das propinas"" e poderá colocar Dilma nas garras de Sérgio Moro.  Dilma só quer escapar da cadeia. Suas declarações recentes indicam que a petista está prestes a desistir do cargo que exercia.  Após depoimentos do novo delator Zwi Skornicki,  o caminho da propina até a campanha eleitoral de Dilma foi descoberto. Zwi,  que operava propinas para o PT,  afirmou que depositou US$ 4, 5 milhões para a campanha de Dilma. O pagamento teria sido feito ao marqueteiro João Santana. Zwi Skornicki é o elo entre parte do dinheiro desviado da Petrobras e uma conta secreta do marqueteiro João Santana e a mulher,  Mônica Moura. Skornick,  João Santana e a mulher e sócia,  Mônica Moura,  estão presos desde fevereiro. O Ministério Público diz que o dinheiro era parte da propina destinada ao PT. Dilma só escapará dos rigores da ""República de Curitiba"" caso seja convocadas novas eleições e Lula vença,  para ""exterminar"" a Lava-Jato. Em entrevista para a TV Brasil,  Dilma defendeu um plebiscito para antecipar as eleições presidenciais: ""A consulta popular é o único meio de lavar e enxaguar essa lambança que está sendo o governo Temer. Dado o nível de contradição que tem hoje entre os diferentes atores neste país,  é necessário que se recorra à população"" disse a presidente afastada",None,https://www.diariodobrasil.org/novo-delator-desvenda-o-caminho-das-propinas-e-podera-colocar-dilma-nas-garras-de-sergio-moro/,politica,10/06/2016,249,218,142,0,4,40,3,71,11,4,6,0,0,7,2.58333,1051,18.1667,4.8211,0.0,0.135135,0.651376
1594,"Lula faz discurso em velório de Marisa e chama integrantes da Lava-Jato de ""facínoras e canalhas"".  Como não podia deixar de ser, Lula deixou as homenagens póstumas de lado e resolveu fazer política no velório de sua esposa.  Emocionado, o ex-presidente chamou de ""facínoras"" aqueles que participam da Operação Lava-Jato: ""Quero viver muito para provar que os facínoras levantaram leviandade contra ela"" O petista se referia aos dois processos criminais em que a ex-primeira dama era ré por corrupção e lavagem de dinheiro. Talvez Lula tenha razão ... em parte! Provavelmente Marisa seria inocentada. Já o petista ... Lula continuou: ""Marisa morreu triste por causa da canalhice, da leviandade e da maldade que fizeram com ela"" disse. Deus queira que você viva muito Lula [...] de preferência lá em Curitiba! (as informações são de Janaina Garcia, do UOL)",None,https://www.diariodobrasil.org/lula-faz-discurso-em-velorio-de-marisa-e-chama-integrantes-da-lava-jato-de-facinoras-e-canalhas/,politica,04/02/2017,163,139,97,0,1,25,2,40,6,7,3,0,0,9,1.6,678,9.26667,4.8777,0.0,0.2,0.697842
1659,"Presidente do STF autoriza a retomada das delações da Odebrecht. .  A ministra Cármen Lúcia, presidente do STF, autorizou a retomada das delações da Odebrecht no âmbito da Operação Lava Jato.",None,https://www.diariodobrasil.org/presidente-do-stf-autoriza-a-retomada-das-delacoes-da-odebrecht/,politica,24/01/2017,35,30,21,0,2,4,0,12,0,0,0,0,0,0,1.25,155,7.5,5.16667,0.0,0.0,0.7
3455,"Nem só de pixulecos vive o PT. Dono da UTC presenteava Lula com ""cachaça de reserva especial"". .  O empreiteiro Ricardo Pessoa,  dono da UTC,  disse em delação premiada,  que além de contribuições financeiras,  ele também mantinha Lula na lista de autoridades para as quais enviava presentes em ocasiões especiais. O agrado para o ex-presidente,  variava entre cortes de tecido e garrafas de cachaça da ""reserva especial da UTC"".  A estratégia,  como podemos perceber,  foi muito bem-sucedida. Pessoa conseguiu se aproximar de Lula,  sua empresa cresceu de maneira meteórica. Ele assumiu um lugar de destaque entre os representantes do setor da construção e,  na hierarquia do esquema criminoso,  foi promovido a chefe do ""clube do bilhão"". De acordo com a Folha,  os agrados começaram quando o Lula ainda estava no Palácio do Planalto,  mas a prática continuou no Instituto Lula.",None,https://www.diariodobrasil.org/nem-so-de-pixulecos-vive-o-pt-dono-da-utc-presenteava-lula-com-cachaca-de-reserva-especial/,politica,05/12/2015,166,141,101,0,4,18,0,46,9,8,2,0,0,7,2.5,698,14.1,4.95035,0.0070922,0.265625,0.716312
3502,"EI divulga vídeo e ameaça França e EUA: "" Vamos vingar as mulheres e crianças que vocês bombardeiam todos os dias"". .  O E.I. (Estado Islâmico) prometeu vingança pelos recentes bombardeios da França contra a cidade síria de Al Raqqa,  principal reduto do grupo na Síria,  em um novo vídeo divulgado hoje (22) ""Seus bombardeios não vão nos debilitar,  e sim reforçar nossas fileiras. Mais gente se unirá a nós para vingar o país. Vamos vingar as mulheres e crianças que vocês bombardeiam todos os dias"" ,  disse um membro do EI na gravação. Nas imagens divulgadas,  c uja veracidade não foi ser constatada ,  dois homens de capuz denunciam que pelo menos dez bombas atingiram a administração central de distribuição de pão de Al Raqqa e,  segundo eles,  ""aterrorizaram os moradores"". Os dois combatentes falaram em francês e afirmaram que os ataques atingiram edifícios e infraestruturas civis. Eles também disseram que os atentados de Paris foram ""só uma advertência"" contra a França por ter atacado o grupo radical no Iraque e na Síria. O segundo homem do vídeo afirma que os Estados Unidos também não devem crer que estão imunes  e reforçou que o ataque em Paris foi apenas ""o princípio de uma cadeia de ataques"".",None,https://www.diariodobrasil.org/ei-divulga-video-e-ameaca-franca-e-eua-vamos-vingar-as-mulheres-e-criancas-que-voces-bombardeiam-todos-os-dias/,sociedade_cotidiano,22/11/2015,236,204,131,0,4,36,0,59,9,12,7,0,2,14,2.66667,965,17.0,4.73039,0.0,0.221053,0.642157
2526,"Após separação,  Andréia de Nóbrega diz que sofre ameaças do ex: ""Vou acabar com você"".  Andréia de Nóbrega,  atriz e ex-esposa do humorista Carlos Alberto de Nóbrega disse que sofria ameaças do marido.  Em entrevista para um programa da Rede Record,  Andréia revelou: ""Ele sentava no sofá e falava: Eu vou acabar com você"" . ""Esses 22 anos foram um vendaval"" continuou. O programa será exibido no próximo sábado (9/7). A separação do casal foi confirmada na semana passada pelo site UOL. Carlos Alberto disse que a mulher abandonou o quadro em que atuava na Praça É Nossa e o casal se separou devido a divergências profissionais e pessoais. O humorista disse que queria morar sozinho e Andréia não aceitava. informação do UOL",None,https://www.diariodobrasil.org/apos-separacao-andreia-de-nobrega-diz-que-sofre-ameacas-do-ex-vou-acabar-com-voce-2/,tv_celebridades,07/07/2016,144,124,85,1,3,26,0,37,4,1,4,1,0,7,2.22222,575,13.7778,4.6371,0.00806452,0.0793651,0.685484
2314,"Site diz que nadador americano que ""inventou"" assalto estava na gandaia com mulheres. PF está na cola dele.  A PF cumpriu,  na manhã de hoje (17),  um mandado de busca e apreensão dos passaportes dos nadadores americanos Ryan Lochte e James Feigen. ",None,https://www.diariodobrasil.org/site-diz-que-nadador-americano-que-inventou-assalto-estava-na-gandaia-com-mulheres-pf-esta-na-cola-dele23/,sociedade_cotidiano,17/08/2016,51,42,35,0,2,5,0,16,2,1,0,0,0,1,2.25,195,10.5,4.64286,0.0,0.142857,0.833333
1272,"Coreia do Norte acusa a CIA de tentar assassinar Kim Jon-un com ""substâncias bioquímicas"". .  A CIA e a IS foram acusadas de conspirar para assassinar Kim durante eventos cerimoniais públicos ocorridos em Pyongyang, informou a AFP. O ministério das relações exteriores da Coreia do Norte teria afirmado que a Agência Central de Inteligência dos EUA e os Serviços de Inteligência da Coréia do Sul (IS) planejaram matar seu líder através de um ""plano macabro"" com ""substâncias bioquímicas"". Não foi detalhado quando a tentativa de assassinato teria ocorrido. Na manhã de hoje, Kim visitou destacamentos militares em duas ilhas (Jangjae e Mu) controladas pela Coréia do Norte com o objetivo de organizar uma nova estratégia para massacrar o ""exército de fantoches sul-coreano"", informou a mídia estatal KCNA. ""O líder comunista disse que o grupo de artilharia de elite que defende a frente sudoeste deve manter-se totalmente alerta para quebrar a espinha dorsal do inimigo""",None,https://www.diariodobrasil.org/coreia-do-norte-acusa-a-cia-de-tentar-assassinar-kim-jon-un-com-substancias-bioquimicas/,sociedade_cotidiano,05/05/2017,176,156,107,0,7,27,0,45,8,6,5,0,0,3,2.85714,790,22.2857,5.0641,0.0,0.194444,0.685897
1402,"João Santana sabia que seria preso pela Lava-Jato. Quem avisou pode ir pra cadeia!. .  A ex-presidente que estoca vento alertou o marqueteiro João Santana que ele seria pego pela Lava-Jato. De acordo com o Antagonista, os fatos constam no acordo de delação premiada assinado entre Santana e a Procuradoria Geral da República. Dilma pode ser enquadrada no código penal (CP, arts. 338 a 360) por má gestão da justiça [...] trocando em miúdos: Obstrução de Justiça! Janete, Lula, Dirceu, Palocci e cia vão montar um partido político atrás das grades. Em dezembro do ano passado, o site Antagonista antecipou esse fato e alertou: ""O marqueteiro petista João Santana foi avisado que seria preso pela PF. O governo de Dilma Rousseff o avisou. É um caso de obstrução da Justiça.""",None,https://www.diariodobrasil.org/joao-santana-sabia-que-seria-preso-pela-lava-jato-quem-avisou-pode-ir-pra-cadeia/,politica,05/04/2017,155,131,94,0,3,26,0,42,6,2,7,0,0,6,1.71429,610,9.35714,4.65649,0.0152672,0.117647,0.717557
1633,"PM prende vereador de BH que pousou helicóptero em praia do Espírito Santo.  Um vereador da capital mineira foi detido na manhã de hoje.  De acordo com a PM, o nobre parlamentar foi preso em flagrante por não apresentar motivo que justificasse o pouso da aeronave em um local público, colocando em risco a vida das centenas de banhistas que estavam na de Praia de Bacutia, Guarapari, litoral do Espírito Santo. Rubens Gonçalves de Brito (o vereador) e seu piloto foram detidos e levados para a delegacia de Guarapari/ES. O helicóptero também foi apreendido. o vídeo abaixo mostra o momento do pouso da aeronave: O parlamentar não justificou qualquer problema técnico no helicóptero e apenas alegou que ""a praia estava supostamente vazia"". O delegado responsável pela ocorrência disse que Brito cometeu 2 crimes e que, caso seja condenado, poderá pegar de 3 a 6 anos de reclusão. o vídeo abaixo mostra o depoimento do delegado:",None,https://www.diariodobrasil.org/pm-prende-vereador-de-bh-que-pousou-helicoptero-em-praia-do-espirito-santo/,sociedade_cotidiano,27/01/2017,174,156,99,0,4,25,2,49,5,10,5,0,0,4,2.25,750,19.5,4.80769,0.0,0.202703,0.634615
